team,ft_rate,team_key,three_rate,two_rate,two_pt_pct,three_pt_pct,efg_pct,pace,off_rating,def_rating,turnover_rate,ast_rate,orb_rate,net_rating,shot_selection_balance,source_season_label,source_date
Queens,0.268,queens,0.46799999999999997,0.532,0.59,0.359,0.5660000000000001,73.1,116.10000000000001,113.79999999999998,0.145,0.545,0.28600000000000003,2.3000000000000256,0.19999999999999996,2025,2026-03-18
Quinnipiac,0.253,quinnipiac,0.337,0.6629999999999999,0.467,0.34,0.48200000000000004,71.5,103.69999999999999,101.6,0.156,0.494,0.33,2.0999999999999943,0.08400000000000002,2025,2026-03-18
Radford,0.301,radford,0.45399999999999996,0.546,0.523,0.335,0.513,75.8,105.3,106.60000000000001,0.166,0.457,0.265,-1.3000000000000114,0.15299999999999997,2025,2026-03-18
Rhode Island,0.271,rhode island,0.435,0.565,0.528,0.311,0.501,68.2,102.4,99.9,0.187,0.479,0.295,2.5,0.16399999999999998,2025,2026-03-18
Rice,0.248,rice,0.441,0.5589999999999999,0.462,0.34299999999999997,0.485,70.4,102.2,109.00000000000001,0.172,0.462,0.336,-6.800000000000011,0.193,2025,2026-03-18
Richmond,0.26899999999999996,richmond,0.426,0.574,0.506,0.369,0.526,70.1,109.2,106.4,0.14,0.545,0.22899999999999998,2.799999999999997,0.15700000000000003,2025,2026-03-18
Rider,0.22699999999999998,rider,0.275,0.725,0.433,0.27699999999999997,0.428,67.2,93.2,114.3,0.165,0.443,0.309,-21.099999999999994,0.04800000000000004,2025,2026-03-18
Robert Morris,0.20800000000000002,robert morris,0.40700000000000003,0.593,0.535,0.38,0.5489999999999999,68.7,111.7,106.80000000000001,0.182,0.628,0.36700000000000005,4.8999999999999915,0.199,2025,2026-03-18
Rutgers,0.267,rutgers,0.34600000000000003,0.654,0.466,0.32799999999999996,0.475,69.0,102.3,108.89999999999999,0.147,0.506,0.28300000000000003,-6.599999999999994,0.07900000000000001,2025,2026-03-18
S Alabama,0.29,s alabama,0.366,0.634,0.5329999999999999,0.345,0.527,68.8,106.69999999999999,103.3,0.128,0.456,0.22,3.3999999999999915,0.07600000000000001,2025,2026-03-18
S Carolina St,0.28300000000000003,s carolina st,0.33299999999999996,0.667,0.44799999999999995,0.34,0.46799999999999997,71.8,93.89999999999999,112.3,0.203,0.526,0.293,-18.400000000000006,0.04999999999999993,2025,2026-03-18
S Dakota St,0.22399999999999998,s dakota st,0.38799999999999996,0.612,0.527,0.34,0.52,69.6,106.80000000000001,107.0,0.158,0.513,0.282,-0.19999999999998863,0.16399999999999998,2025,2026-03-18
S Florida,0.302,s florida,0.43799999999999994,0.562,0.519,0.331,0.509,77.1,112.79999999999998,99.0,0.147,0.588,0.35600000000000004,13.799999999999983,0.13599999999999995,2025,2026-03-18
S Illinois,0.23199999999999998,s illinois,0.292,0.708,0.522,0.278,0.49200000000000005,72.4,100.4,97.3,0.166,0.486,0.29600000000000004,3.1000000000000085,0.06,2025,2026-03-18
S Indiana,0.272,s indiana,0.397,0.603,0.43,0.299,0.43700000000000006,71.3,94.0,104.2,0.166,0.43,0.28600000000000003,-10.200000000000003,0.125,2025,2026-03-18
S Utah,0.235,s utah,0.355,0.645,0.514,0.33,0.507,72.9,99.2,111.5,0.198,0.496,0.264,-12.299999999999997,0.12,2025,2026-03-18
Sacramento St,0.301,sacramento st,0.35600000000000004,0.644,0.466,0.319,0.47,74.0,102.60000000000001,112.99999999999999,0.138,0.489,0.239,-10.399999999999977,0.05500000000000005,2025,2026-03-18
Sacred Heart,0.22899999999999998,sacred heart,0.507,0.493,0.504,0.35700000000000004,0.52,70.1,106.0,110.60000000000001,0.17300000000000001,0.586,0.266,-4.6000000000000085,0.278,2025,2026-03-18
Sam Houston,0.256,sam houston,0.36,0.64,0.504,0.373,0.524,72.5,110.2,104.69999999999999,0.162,0.521,0.331,5.500000000000014,0.10399999999999998,2025,2026-03-18
Samford,0.309,samford,0.457,0.5429999999999999,0.528,0.35600000000000004,0.531,70.9,109.80000000000001,108.60000000000001,0.131,0.552,0.22399999999999998,1.2000000000000028,0.14800000000000002,2025,2026-03-18
San Diego,0.19399999999999998,san diego,0.43700000000000006,0.563,0.508,0.34600000000000003,0.512,70.9,102.60000000000001,111.1,0.172,0.591,0.259,-8.499999999999986,0.24300000000000008,2025,2026-03-18
San Diego St,0.278,san diego st,0.33799999999999997,0.662,0.532,0.345,0.527,72.0,106.69999999999999,99.1,0.16899999999999998,0.544,0.28300000000000003,7.599999999999994,0.05999999999999994,2025,2026-03-18
San Francisco,0.29,san francisco,0.461,0.539,0.507,0.34600000000000003,0.512,69.2,106.80000000000001,106.60000000000001,0.153,0.556,0.298,0.20000000000000284,0.17100000000000004,2025,2026-03-18
San Jose St,0.251,san jose st,0.38299999999999995,0.617,0.47600000000000003,0.353,0.49700000000000005,67.4,105.0,117.5,0.14800000000000002,0.422,0.27399999999999997,-12.5,0.13199999999999995,2025,2026-03-18
Santa Clara,0.20199999999999999,santa clara,0.45,0.55,0.565,0.349,0.546,71.2,116.39999999999999,102.60000000000001,0.153,0.55,0.35,13.799999999999983,0.24800000000000003,2025,2026-03-18
SC Upstate,0.24100000000000002,sc upstate,0.35600000000000004,0.644,0.489,0.314,0.483,72.3,98.2,104.69999999999999,0.177,0.46,0.26,-6.499999999999986,0.11500000000000002,2025,2026-03-18
SE Louisiana,0.285,se louisiana,0.395,0.605,0.494,0.284,0.467,67.3,96.3,105.89999999999999,0.18,0.516,0.26899999999999996,-9.599999999999994,0.11000000000000004,2025,2026-03-18
SE Missouri St,0.28,se missouri st,0.36,0.64,0.518,0.309,0.498,71.2,102.89999999999999,101.49999999999999,0.166,0.457,0.28300000000000003,1.4000000000000057,0.07999999999999996,2025,2026-03-18
Seattle,0.251,seattle,0.39,0.61,0.49700000000000005,0.326,0.494,70.5,98.9,96.5,0.166,0.529,0.22899999999999998,2.4000000000000057,0.139,2025,2026-03-18
Seton Hall,0.26,seton hall,0.268,0.732,0.483,0.305,0.47600000000000003,68.3,102.89999999999999,95.6,0.162,0.516,0.335,7.299999999999997,0.008000000000000007,2025,2026-03-18
SF Austin,0.23199999999999998,sf austin,0.39799999999999996,0.602,0.504,0.358,0.517,68.4,109.60000000000001,97.5,0.138,0.485,0.318,12.100000000000009,0.16599999999999998,2025,2026-03-18
Siena,0.254,siena,0.319,0.6809999999999999,0.528,0.304,0.506,65.9,107.1,99.7,0.157,0.53,0.303,7.3999999999999915,0.065,2025,2026-03-18
SIU Edward,0.226,siu edward,0.36200000000000004,0.638,0.478,0.35,0.495,68.1,99.4,96.8,0.174,0.509,0.28,2.6000000000000085,0.13600000000000004,2025,2026-03-18
SMU,0.23,smu,0.36,0.64,0.555,0.374,0.557,73.4,114.8,105.80000000000001,0.154,0.551,0.32799999999999996,8.999999999999986,0.12999999999999998,2025,2026-03-18
South Carolina,0.273,south carolina,0.444,0.556,0.532,0.311,0.503,70.2,106.69999999999999,108.89999999999999,0.141,0.529,0.251,-2.200000000000003,0.17099999999999999,2025,2026-03-18
South Dakota,0.32,south dakota,0.359,0.6409999999999999,0.507,0.32299999999999995,0.499,74.1,105.2,110.3,0.162,0.461,0.262,-5.099999999999994,0.03899999999999998,2025,2026-03-18
Southern,0.28800000000000003,southern,0.322,0.6779999999999999,0.478,0.34700000000000003,0.491,73.7,103.3,108.80000000000001,0.162,0.526,0.295,-5.500000000000014,0.033999999999999975,2025,2026-03-18
Southern Miss,0.302,southern miss,0.287,0.713,0.513,0.289,0.49,71.7,103.2,104.4,0.18,0.438,0.308,-1.2000000000000028,-0.015000000000000013,2025,2026-03-18
St Bonaventure,0.225,st bonaventure,0.313,0.687,0.508,0.374,0.524,69.8,109.2,108.1,0.165,0.552,0.32,1.1000000000000085,0.088,2025,2026-03-18
St Francis PA,0.226,st francis pa,0.37799999999999995,0.622,0.475,0.342,0.489,71.8,97.5,115.6,0.18,0.516,0.249,-18.099999999999994,0.15199999999999994,2025,2026-03-18
St John's,0.305,st john s,0.33799999999999997,0.662,0.516,0.332,0.51,73.5,111.00000000000001,95.19999999999999,0.14300000000000002,0.582,0.335,15.800000000000026,0.032999999999999974,2025,2026-03-18
Saint Joseph's,0.22699999999999998,st joseph s,0.45299999999999996,0.547,0.519,0.308,0.493,69.9,103.0,100.6,0.165,0.605,0.299,2.4000000000000057,0.22599999999999998,2025,2026-03-18
Saint Louis,0.252,st louis,0.451,0.5489999999999999,0.589,0.405,0.597,73.4,117.7,96.3,0.171,0.601,0.293,21.400000000000006,0.199,2025,2026-03-18
Saint Mary's,0.261,st mary s,0.361,0.639,0.502,0.386,0.529,67.9,114.3,96.1,0.161,0.58,0.365,18.200000000000003,0.09999999999999998,2025,2026-03-18
Saint Peter's,0.259,st peter s,0.387,0.613,0.462,0.31,0.46399999999999997,67.7,102.3,102.1,0.17300000000000001,0.532,0.359,0.20000000000000284,0.128,2025,2026-03-18
St Thomas,0.258,st thomas,0.465,0.535,0.636,0.364,0.594,71.1,115.10000000000001,103.1,0.135,0.572,0.19899999999999998,12.000000000000014,0.20700000000000002,2025,2026-03-18
Stanford,0.265,stanford,0.442,0.5579999999999999,0.504,0.35600000000000004,0.517,69.6,109.2,104.5,0.152,0.463,0.3,4.700000000000003,0.177,2025,2026-03-18
Stetson,0.235,stetson,0.447,0.5529999999999999,0.525,0.36,0.531,69.4,103.60000000000001,115.10000000000001,0.17800000000000002,0.585,0.248,-11.5,0.21200000000000002,2025,2026-03-18
Stonehill,0.201,stonehill,0.405,0.595,0.465,0.317,0.469,69.3,92.7,100.29999999999998,0.19,0.513,0.259,-7.59999999999998,0.20400000000000001,2025,2026-03-18
Stony Brook,0.215,stony brook,0.45799999999999996,0.542,0.485,0.348,0.502,69.5,101.8,104.4,0.163,0.524,0.24600000000000002,-2.6000000000000085,0.24299999999999997,2025,2026-03-18
Syracuse,0.259,syracuse,0.37200000000000005,0.628,0.546,0.32899999999999996,0.526,71.1,105.5,104.5,0.155,0.471,0.262,1.0,0.11300000000000004,2025,2026-03-18
Tarleton St,0.29100000000000004,tarleton st,0.242,0.758,0.48200000000000004,0.325,0.483,73.0,99.3,103.8,0.195,0.417,0.28300000000000003,-4.5,-0.049000000000000044,2025,2026-03-18
TCU,0.284,tcu,0.369,0.632,0.516,0.331,0.509,72.3,108.3,99.6,0.151,0.576,0.32299999999999995,8.700000000000003,0.08500000000000002,2025,2026-03-18
Temple,0.3,temple,0.35700000000000004,0.643,0.5,0.336,0.502,67.9,107.60000000000001,104.89999999999999,0.133,0.482,0.262,2.700000000000017,0.05700000000000005,2025,2026-03-18
Tenn Tech,0.254,tenn tech,0.365,0.635,0.501,0.311,0.489,69.7,100.8,108.5,0.187,0.454,0.28600000000000003,-7.700000000000003,0.11099999999999999,2025,2026-03-18
Tennessee,0.281,tennessee,0.317,0.6829999999999999,0.522,0.33399999999999996,0.516,69.9,113.7,99.2,0.16699999999999998,0.598,0.447,14.5,0.035999999999999976,2025,2026-03-18
Tennessee St,0.249,tennessee st,0.307,0.693,0.499,0.337,0.501,72.8,107.2,101.49999999999999,0.161,0.454,0.32299999999999995,5.700000000000017,0.057999999999999996,2025,2026-03-18
Texas,0.32899999999999996,texas,0.36200000000000004,0.638,0.5529999999999999,0.349,0.542,70.8,116.8,108.5,0.149,0.431,0.34299999999999997,8.299999999999997,0.033000000000000085,2025,2026-03-18
Texas A&M,0.28,texas a and m,0.46299999999999997,0.537,0.541,0.36200000000000004,0.542,76.0,115.5,104.69999999999999,0.14300000000000002,0.613,0.298,10.800000000000011,0.18299999999999994,2025,2026-03-18
Texas A&M-CC,0.287,texas a and m cc,0.314,0.6859999999999999,0.48100000000000004,0.35,0.495,68.7,99.7,101.0,0.18899999999999997,0.507,0.282,-1.2999999999999972,0.027000000000000024,2025,2026-03-18
Texas So,0.271,texas so,0.325,0.675,0.498,0.331,0.49700000000000005,73.3,100.8,109.00000000000001,0.182,0.432,0.273,-8.200000000000017,0.05399999999999999,2025,2026-03-18
Texas St,0.245,texas st,0.24600000000000002,0.754,0.505,0.322,0.5,69.9,102.8,103.69999999999999,0.182,0.482,0.321,-0.8999999999999915,0.0010000000000000286,2025,2026-03-18
Texas Tech,0.207,texas tech,0.48,0.52,0.536,0.39299999999999996,0.562,69.7,115.39999999999999,104.3,0.155,0.555,0.32299999999999995,11.099999999999994,0.273,2025,2026-03-18
The Citadel,0.22699999999999998,the citadel,0.478,0.522,0.51,0.32,0.495,67.7,100.89999999999999,116.5,0.159,0.506,0.26,-15.600000000000009,0.251,2025,2026-03-18
Toledo,0.23199999999999998,toledo,0.325,0.675,0.54,0.37,0.545,71.0,112.4,109.1,0.14400000000000002,0.529,0.271,3.3000000000000114,0.09300000000000003,2025,2026-03-18
Towson,0.23199999999999998,towson,0.349,0.6509999999999999,0.478,0.294,0.465,65.9,101.8,100.8,0.155,0.389,0.348,1.0,0.11699999999999999,2025,2026-03-18
Troy,0.265,troy,0.456,0.544,0.537,0.332,0.519,71.7,109.2,103.89999999999999,0.166,0.57,0.33,5.300000000000011,0.191,2025,2026-03-18
Tulane,0.31,tulane,0.45,0.55,0.505,0.32,0.494,70.5,102.1,107.3,0.15,0.548,0.192,-5.200000000000003,0.14,2025,2026-03-18
Tulsa,0.302,tulsa,0.466,0.534,0.539,0.39,0.56,71.6,117.9,103.69999999999999,0.149,0.556,0.299,14.200000000000017,0.16400000000000003,2025,2026-03-18
UAB,0.278,uab,0.305,0.695,0.513,0.278,0.484,73.2,106.89999999999999,101.6,0.122,0.503,0.301,5.299999999999997,0.02699999999999997,2025,2026-03-18
UC Davis,0.28600000000000003,uc davis,0.435,0.565,0.519,0.344,0.518,73.4,103.60000000000001,103.49999999999999,0.175,0.599,0.225,0.10000000000002274,0.14899999999999997,2025,2026-03-18
UC Irvine,0.259,uc irvine,0.282,0.718,0.49200000000000005,0.33899999999999997,0.49700000000000005,73.4,101.29999999999998,94.39999999999999,0.174,0.551,0.29100000000000004,6.8999999999999915,0.022999999999999965,2025,2026-03-18
UC Riverside,0.25,uc riverside,0.38299999999999995,0.617,0.499,0.316,0.489,72.6,98.7,109.00000000000001,0.18600000000000003,0.497,0.258,-10.300000000000011,0.13299999999999995,2025,2026-03-18
UCF,0.233,ucf,0.344,0.6559999999999999,0.521,0.36200000000000004,0.528,72.8,111.3,107.80000000000001,0.154,0.536,0.327,3.499999999999986,0.11099999999999996,2025,2026-03-18
UCLA,0.253,ucla,0.359,0.6409999999999999,0.52,0.382,0.539,68.0,114.39999999999999,104.5,0.131,0.594,0.289,9.899999999999991,0.10599999999999998,2025,2026-03-18
UConn,0.225,uconn,0.40299999999999997,0.597,0.5710000000000001,0.35200000000000004,0.5529999999999999,68.3,113.39999999999999,95.3,0.163,0.65,0.337,18.099999999999994,0.17799999999999996,2025,2026-03-18
UCSB,0.262,ucsb,0.441,0.5589999999999999,0.536,0.374,0.547,69.7,110.1,105.80000000000001,0.183,0.546,0.298,4.299999999999983,0.179,2025,2026-03-18
UCSD,0.23199999999999998,ucsd,0.423,0.5770000000000001,0.55,0.32799999999999996,0.526,71.3,104.4,98.8,0.161,0.555,0.23800000000000002,5.6000000000000085,0.191,2025,2026-03-18
UL Monroe,0.28,ul monroe,0.419,0.581,0.474,0.322,0.478,72.9,98.3,117.0,0.165,0.502,0.221,-18.700000000000003,0.13899999999999996,2025,2026-03-18
UMass,0.267,umass,0.354,0.6459999999999999,0.532,0.35200000000000004,0.531,74.5,107.3,105.89999999999999,0.174,0.584,0.314,1.4000000000000057,0.08699999999999997,2025,2026-03-18
UMass Lowell,0.254,umass lowell,0.313,0.687,0.505,0.322,0.498,70.6,101.6,109.7,0.17600000000000002,0.454,0.304,-8.100000000000009,0.059,2025,2026-03-18
UMBC,0.256,umbc,0.38799999999999996,0.612,0.541,0.361,0.541,68.3,110.7,100.29999999999998,0.138,0.448,0.226,10.40000000000002,0.13199999999999995,2025,2026-03-18
UNLV,0.29600000000000004,unlv,0.359,0.6409999999999999,0.536,0.353,0.5329999999999999,73.0,108.3,109.00000000000001,0.166,0.514,0.301,-0.700000000000017,0.06299999999999994,2025,2026-03-18
USC,0.31,usc,0.341,0.659,0.518,0.317,0.504,74.1,105.0,105.80000000000001,0.17,0.565,0.304,-0.8000000000000114,0.031000000000000028,2025,2026-03-18
UT Arlington,0.29,ut arlington,0.307,0.693,0.488,0.29100000000000004,0.47200000000000003,69.2,97.89999999999999,97.89999999999999,0.20199999999999999,0.464,0.331,0.0,0.017000000000000015,2025,2026-03-18
UT Martin,0.26,ut martin,0.47100000000000003,0.529,0.515,0.303,0.48700000000000004,67.9,100.0,95.39999999999999,0.209,0.562,0.35700000000000004,4.6000000000000085,0.21100000000000002,2025,2026-03-18
UT Rio Grande,0.21100000000000002,ut rio grande,0.43700000000000006,0.563,0.545,0.368,0.5479999999999999,69.2,106.5,102.0,0.179,0.599,0.26,4.5,0.22600000000000003,2025,2026-03-18
Utah,0.23600000000000002,utah,0.375,0.625,0.515,0.353,0.52,70.3,105.80000000000001,112.6,0.163,0.517,0.265,-6.799999999999983,0.13899999999999998,2025,2026-03-18
Utah St,0.28300000000000003,utah st,0.40700000000000003,0.593,0.593,0.35100000000000003,0.5660000000000001,70.4,115.99999999999999,100.6,0.15,0.598,0.311,15.399999999999991,0.124,2025,2026-03-18
Utah Tech,0.22399999999999998,utah tech,0.382,0.618,0.537,0.35,0.5329999999999999,71.3,104.89999999999999,108.1,0.17300000000000001,0.532,0.265,-3.200000000000003,0.15800000000000003,2025,2026-03-18
Utah Valley,0.267,utah valley,0.327,0.6729999999999999,0.5710000000000001,0.33899999999999997,0.551,72.1,107.69999999999999,97.8,0.196,0.614,0.325,9.899999999999991,0.06,2025,2026-03-18
UTEP,0.244,utep,0.40299999999999997,0.597,0.465,0.33899999999999997,0.483,67.9,97.8,107.0,0.17,0.48,0.245,-9.200000000000003,0.15899999999999997,2025,2026-03-18
UTSA,0.221,utsa,0.413,0.5870000000000001,0.455,0.292,0.44799999999999995,71.6,94.0,115.8,0.17,0.428,0.272,-21.799999999999997,0.19199999999999998,2025,2026-03-18
Valparaiso,0.285,valparaiso,0.368,0.632,0.45799999999999996,0.33899999999999997,0.47600000000000003,69.5,102.49999999999999,103.49999999999999,0.152,0.488,0.303,-1.0,0.08300000000000002,2025,2026-03-18
Vanderbilt,0.285,vanderbilt,0.436,0.564,0.568,0.355,0.5529999999999999,73.2,118.0,102.8,0.13,0.562,0.29,15.200000000000003,0.15100000000000002,2025,2026-03-18
VCU,0.314,vcu,0.43799999999999994,0.562,0.5329999999999999,0.36700000000000005,0.541,71.2,114.6,100.4,0.14800000000000002,0.527,0.313,14.199999999999989,0.12399999999999994,2025,2026-03-18
Vermont,0.23600000000000002,vermont,0.446,0.5539999999999999,0.557,0.33299999999999996,0.531,66.5,108.5,103.4,0.141,0.479,0.243,5.099999999999994,0.21,2025,2026-03-18
Villanova,0.23800000000000002,villanova,0.457,0.5429999999999999,0.544,0.353,0.537,69.1,111.7,102.4,0.147,0.568,0.3,9.299999999999997,0.219,2025,2026-03-18
Virginia,0.247,virginia,0.465,0.535,0.552,0.359,0.546,69.6,115.9,98.3,0.156,0.591,0.37,17.60000000000001,0.21800000000000003,2025,2026-03-18
Virginia Tech,0.255,virginia tech,0.397,0.603,0.515,0.355,0.522,71.4,110.4,104.89999999999999,0.146,0.523,0.306,5.500000000000014,0.14200000000000002,2025,2026-03-18
VMI,0.231,vmi,0.536,0.46399999999999997,0.479,0.315,0.47600000000000003,69.4,98.7,119.9,0.149,0.507,0.23399999999999999,-21.200000000000003,0.30500000000000005,2025,2026-03-18
W Carolina,0.23600000000000002,w carolina,0.409,0.591,0.506,0.335,0.504,71.1,107.4,111.20000000000002,0.16399999999999998,0.443,0.33299999999999996,-3.8000000000000114,0.17299999999999996,2025,2026-03-18
W Georgia,0.221,w georgia,0.33,0.67,0.496,0.331,0.496,73.0,103.3,110.3,0.154,0.443,0.293,-7.0,0.10900000000000001,2025,2026-03-18
W Illinois,0.272,w illinois,0.33299999999999996,0.667,0.435,0.309,0.445,68.7,91.9,114.19999999999999,0.172,0.37,0.244,-22.299999999999983,0.06099999999999994,2025,2026-03-18
W Kentucky,0.303,w kentucky,0.39399999999999996,0.606,0.45799999999999996,0.33399999999999996,0.475,73.7,105.69999999999999,104.4,0.141,0.512,0.295,1.299999999999983,0.09099999999999997,2025,2026-03-18
W Michigan,0.244,w michigan,0.361,0.639,0.48100000000000004,0.353,0.499,71.3,103.69999999999999,112.3,0.16399999999999998,0.481,0.27699999999999997,-8.600000000000009,0.11699999999999999,2025,2026-03-18
Wagner,0.23600000000000002,wagner,0.36200000000000004,0.638,0.467,0.365,0.496,68.1,102.1,106.69999999999999,0.18100000000000002,0.489,0.305,-4.599999999999994,0.12600000000000003,2025,2026-03-18
Wake Forest,0.26,wake forest,0.43700000000000006,0.563,0.5329999999999999,0.344,0.526,71.8,109.80000000000001,107.3,0.151,0.532,0.278,2.500000000000014,0.17700000000000005,2025,2026-03-18
Washington,0.228,washington,0.34600000000000003,0.654,0.534,0.315,0.512,70.3,109.7,104.69999999999999,0.15,0.494,0.331,5.000000000000014,0.11800000000000002,2025,2026-03-18
Washington St,0.221,washington st,0.44799999999999995,0.552,0.546,0.365,0.547,70.5,107.2,109.5,0.18,0.516,0.272,-2.299999999999997,0.22699999999999995,2025,2026-03-18
Weber St,0.28600000000000003,weber st,0.32799999999999996,0.672,0.516,0.345,0.517,72.3,109.1,109.4,0.154,0.459,0.299,-0.30000000000001137,0.041999999999999926,2025,2026-03-18
West Virginia,0.258,west virginia,0.429,0.5710000000000001,0.525,0.32799999999999996,0.511,66.3,104.4,97.7,0.171,0.532,0.295,6.700000000000003,0.17099999999999999,2025,2026-03-18
Wichita St,0.268,wichita st,0.33899999999999997,0.6609999999999999,0.49,0.33399999999999996,0.494,71.1,108.3,99.1,0.147,0.419,0.376,9.200000000000003,0.07099999999999995,2025,2026-03-18
William & Mary,0.309,william and mary,0.428,0.5720000000000001,0.579,0.33,0.5429999999999999,75.0,108.80000000000001,105.2,0.162,0.638,0.239,3.6000000000000085,0.119,2025,2026-03-18
Winthrop,0.32,winthrop,0.441,0.5589999999999999,0.49700000000000005,0.332,0.49700000000000005,74.1,109.89999999999999,104.80000000000001,0.14300000000000002,0.516,0.322,5.09999999999998,0.121,2025,2026-03-18
Wisconsin,0.247,wisconsin,0.526,0.474,0.5479999999999999,0.361,0.545,71.4,116.3,106.3,0.125,0.573,0.273,10.0,0.279,2025,2026-03-18
Wofford,0.273,wofford,0.431,0.569,0.525,0.35,0.525,70.2,111.60000000000001,111.9,0.131,0.512,0.282,-0.29999999999999716,0.15799999999999997,2025,2026-03-18
Wright St,0.27699999999999997,wright st,0.337,0.6629999999999999,0.545,0.361,0.544,71.0,112.7,106.3,0.159,0.47,0.312,6.400000000000006,0.06000000000000005,2025,2026-03-18
Wyoming,0.262,wyoming,0.43,0.57,0.536,0.33,0.518,69.2,110.2,105.5,0.159,0.538,0.326,4.700000000000003,0.16799999999999998,2025,2026-03-18
Xavier,0.217,xavier,0.406,0.594,0.498,0.365,0.518,73.5,106.69999999999999,109.80000000000001,0.136,0.622,0.244,-3.1000000000000227,0.18900000000000003,2025,2026-03-18
Yale,0.265,yale,0.361,0.639,0.536,0.39399999999999996,0.556,67.9,118.0,105.69999999999999,0.13699999999999998,0.56,0.321,12.300000000000011,0.09599999999999997,2025,2026-03-18
Youngstown St,0.228,youngstown st,0.495,0.505,0.5660000000000001,0.337,0.537,70.4,106.80000000000001,106.5,0.184,0.538,0.287,0.30000000000001137,0.267,2025,2026-03-18
